"id","obpp_situr_code","obpp_name","code","project_ids/display_name","description","subcategory_id/name","category_id/name","investment_sector_id/name","obpp_estado","obpp_municipio","obpp_parroquia","state","accountability_id/percent"
"__export__.sinco_project_47565","23-15-04-001-0050","LA CEIBA","CCO-21-21-07-00039","SUSTITUCION DE TRANSFORMADORES EN EL SECTOR LA CEIBA, FASE I.","ESTE PROYECTO CONTEMPLA LA SUSTITUCION DE TRANSFORMADORES DAÑADOS , PARA ELLO SE REQUIERE SU REPOTENCIACION, ASI COMO LA INSTALACION DE LAMPARAS DE ALUMBRADO DE MANERA DE MEJOR EL SISTEMA ELECTRICO Y BENEFICIAR A LAS FAMILIAS DEL SECTOR.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ZULIA","GUAJIRA","GUAJIRA","En evaluación",""
"__export__.sinco_project_47570","21-20-02-001-0004","CC PODER DEL PUEBLO","CCO-21-19-07-00022","REABILITACION DEL SISTEMA ELECTRICO DE LA U.E. CESAR RENJIFO CON 200 MTS DE ALUMBRADO PUBLICO PARA LA COMUNIDAD EL CUMBE FILO I","Se requiere la colocacion de un transtraformador de 37.5 kva, ya que no se cuenta con electrificacion en 
elsector el cumbe, filo I. Por lo que Solicitamos que se coloque el transformador en las afueras de la Unidad Educativa Cesar Renfijo el cual cuenta con un aula de informatica con 24 computadoras, las cuales nunca se han podido utilizar por falta de electricidad. A su vez se llevara alumbrado publico y acometidas para las viviendas de 3 calles  donde tiene una poblacion de 40 viviendas que nunca han disfrutado de alumbrado publico. Se deben levantar 8 postes de baja tension y 2 de alta tension los cuales deben estar vestidos con sus perchas de 4 ptos, 
carretos, abrazaderas, vientos, brazos con lamparas de vapor de sodio, almidal, cable N° 12, conectores, 
asi como el cable concentrico para cada vivienda, entren otros. 
Esta obra directactamente benefeciara a 40 familias y a un estimado de estudiantes de 800 niños y niñas, asi 
como tambien a la UBCHE con sus consejos comunales y clap que hacen vida politica en esa Unidad Educativa 
Cesar Renjifo.     ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","VALERA","LA BEATRIZ","En evaluación",""
"__export__.sinco_project_47571","12-11-01-001-0012","RIVERITO","CCO-21-10-05-00069","Rehabilitación del Sistema electrico para el Sector Riverito de la parroquia tucupido del Municipio Jose Féliz Ribas.","El proyecto consiste en las mejoras del tendido eléctrico corrigiendo unos alvidales que se encuentran dañados; También se pretende la colocación de lamparas let de 100w para alumbrar todo el sector con la compra y colocación de las luminarias y compra de un transformador de 37 KVA para aliviar la carga del sector. ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
"__export__.sinco_project_47574","03-01-0001","GUERREROS DE LA PATRIA","COM-21-02-01-00003","COMPRA DE AMBULANCIA ","CON ESTA COMPRA LOGRAREMOS BENEFICIAR A UN GRAN NUMERO DE PERSONAS EN NUESTRA COMUNA, EN LA MISMA NO CONTAMOS CON NINGÚN SERVICIO DE AMBULANCIAS, SE BENEFICIARAN UN TOTAL DE 21 CONSEJOS COMUNALES Y LAS COMUNIDADES EN GENERAL!","AMBULATORIOS URBANOS TIPO I","SALUD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47575","22-10-01-001-0013","LUISA CACERES DE ARISMENDI","CCO-21-20-07-00005","CAMBIO DE LUMINARIAS EN LA COMUNIDAD SABANITA 4 SECTOR SANTA INES MUNICIPIO PEÑA ESTADO YARACUY","La comunidad cuenta con el sistema de tendido electrico pero se encuentra a oscuras en la actualidad y se requiere:  41fotocelula nc, 30 base para fotocelula,  18luminaria M-200 vs 15W 240V, bombillos V.S 150W 240V,  31 balastro Vs150W, 100 MTScable N14 THW,  5 Teipe, 31 ignitor 150W 240V","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","YARACUY","PEÑA","YARITAGUA","En evaluación",""
"__export__.sinco_project_47576","18-11-03-001-0000","ALGARROBITO","CCO-21-16-13-00005","Plan conuco 2021 del consejo comunal algarrobito del municipio san san rafael de onoto ","El proyecto consiste en la siembra en la preparacion siembra en y cosecha de rubros maiz blanco , maiz amarillo, pimeton , yuca , frijol , cambur , pltanos ,topochos , batatas y ñame  estosruros que se van a sebrar en diferentes parselas tipo conuco dentro del perimetro del consejo comunal esos rubros  nos va a selvir con la cosecha nos vamos a veneficiar tantos la comunidad que cuenta con 200 familias y las comunidades allegadas vamos hacer autosustentables despues despues de la produccion las familias del consejo comunal algarrobito","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","PORTUGUESA","SAN RAFAEL DE ONOTO","THERMO MORLES","En evaluación",""
"__export__.sinco_project_47577","18-05-01-074-0000","BARRIO LAS FLORES","CCO-21-16-04-00004","PLAN DE SIEMBRA CONUCO 2021 EN EL CONSEJO COMUNAL LAS FLORES DEL MUNICIPIO GUANARITO DEL ESTADO PORTUGUESA","PREPARACION DE 30 HECTAREAS DE TIERRAS PARA SEMBRAR CULTIVAR Y COSECHAR PLANTANOS, YUCA, FRIJOL, CARAOTAS Y MAIZ EN EL CONSEJO COMUNAL BARRIO LAS FLORES DEL MUNICIPIO GUANARITO DEL ESTADO PORTGUESA","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","PORTUGUESA","GUANARITO","GUANARITO","En evaluación",""
"__export__.sinco_project_47580","03-01-01-X50-0000","CONCEJO COMUNAL EL LIBERTADOR (SIN NOMBRE COMERCIAL)","CCO-21-02-01-00022","JOSE GREGORIO HERNANDEZ","REHABILITACION, RAPARACION Y RECUPERACION DEL MODULO DE BARRIO ADENTRO,,,YA QUE ESTA LA SEDE CONSTRUIDA PERO LA FALTA ARREGLAR LA INFRAESTRUCTURA PARA SU FUNCIONAMIENTO,,ACTUALMENTE NO ESTA OPERATIVO..","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47581","12-12-01-001-0044","SAN JOSE","CCO-21-10-06-00010","Recuperacion y restablecimiento del sistema electrico del Mirador Teobaldo Mieres en su segunda face de embellecimiento de sus espacios culturales","Acondicionamiento del alumbrado de la via principal, entrada, estacionamiento con cableado e iluminación de las áreas internas y externas de luncherias, baños y casilla de vigilancia del Mirador Turístico Teobaldo Mieres  de la ciudad de San Juan de los Morros ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","JUAN GERMÁN ROSCIO","SAN JUAN DE LOS MORROS","En evaluación",""
"__export__.sinco_project_47584","12-12-01-D85-0000","LAS MALVINAS CASERIO LOS FLORES","CCO-21-10-06-00011","CRIA DE 400 GALLINAS PONEDORAS ","Cria de gallinas ponedoras para una producción de huevos para ser destinada  a la comunidad, las bases de misiones, el comedor popular que atiende 270 comidas en estado vulnerabilidad o en situación de calle ","CRÍA Y ENGORDE DE AVES DE CORRAL","SISTEMAS AGROPECUARIOS","SOCIOPRODUCTIVOS","GUÁRICO","JUAN GERMÁN ROSCIO","SAN JUAN DE LOS MORROS","En evaluación",""
"__export__.sinco_project_47586","03-01-01-001-0106","CHAPARRAL II","CCO-21-02-01-00023","divino niño","reparación, rehabilitación, mantenimiento y equipamiento de la casa alimentaria en el sector CHAPARRAL II,, para el funcionamiento de la comunidad","REHABILITACIÓN DE VIVIENDA","VIVIENDA","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47589","03-01-01-001-0059","COLINAS II CIUDAD BENDITA EL EDEN","CCO-21-02-01-00024","la luz del sol","compra de materia prima para una fabrica de urnas,,,,,ya tenemos los equipos,,,solo queremos recursos para la materia prima","UNIDAD DE SUMINISTRO SOCIALISTA","SERVICIOS PRODUCTIVOS","SOCIOPRODUCTIVOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47591","14-07-01-001-0016","RESIDENCIA TUCANI","CCO-21-12-13-00013","BODEGA COMUNAL","BODEGA COMUNAL PARA BENEFICIOS DE LOS HABITANTES DEL SECTOR RESIDENCIA TUCANI Y LOS SECTORES ADYACENTES CON MIRA APORTES SOCIALES","UNIDAD DE SUMINISTRO SOCIALISTA","SERVICIOS PRODUCTIVOS","SOCIOPRODUCTIVOS","MÉRIDA","CARACCIOLO PARRA OLMEDO","TUCANI","En evaluación",""
"__export__.sinco_project_47592","03-01-01-001-0008","PRADOS DEL ESTE (SIN NOMBRE COMERCIAL)","CCO-21-02-01-00025","iluminación total","se va hacer un levantamiento para las institucional de el alumbrado en nuestro sector para eso vamos a contar para colocar bombillos ,lamparas lep  tomas corriente entre otras  cosas a realizar  para la severidad de dicha comunidad ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47593","C-URB-2018-01-0011","PRODUCTIVA 13 DE ABRIL","COM-21-02-01-00004","VIALIDAD DE LA CALLE TRUJILLO A UN SOLO PUEBLO ","RECUPERACIÓN DE LA VIALIDAD DE LA CALLE TRUJILLO HACIA EL SECTOR DE UN SOLO PUEBLO CON ESTE PROYECTO SE BENEFICIARAN MAS DE 4000 PERSONAS ","PAVIMENTO RÍGIDO","VIALIDAD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47594","03-01-01-001-0096","23 DE ENERO CIRCUITO II","CCO-21-02-01-00026","Sustitución y mantenimiento del tendido eléctrico.","Este proyecto tiene como finalidad reemplazar transformadores defectuosos y luminarias que no funcionan en la mayoría de las calles de nuestro sector.  ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47595","03-18-0000","SOCIALISTA EL VIÑEDO","COM-21-02-03-00003","Gran Comunal","La Comuna Socialista El Viñedo esta ubicada en una zona urbana por tal motivo se le dificulta la producción de verduras, hortalizas, frutas entre otras por tal motivo se tiene la necesidad de comprar eso rubros fuera de su ámbito geográfico y por eso se necesita un vehículo tipo camión para trasladar los alimentos de nuestra comunidad.","URBANO","TRANSPORTE PÚBLICO","SOCIOPRODUCTIVOS","ANZOÁTEGUI","SIMÓN BOLÍVAR","SAN CRISTÓBAL","En evaluación",""
"__export__.sinco_project_47597","03-01-01-001-0063","COLINAS II PARTE ALTA (SIN NOMBRE COMERCIAL)","CCO-21-02-01-00027","una sonrrisa para chavez","MEJORAMIENTO DEL AMBULATORIO EN LAS COLINAS II PARTE ALTA,PARA EL SERVICIO DE ODONTOLOGÍA RECUPERACIÓN DE INFRAESTRUCTURA REMODELACION DEL CONSULTORIO ...","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47598","03-01-01-001-0094","PUEBLO NUEVO SUR (SIN NOMBRE COMERCIAL)","CCO-21-02-01-00028","el eden de los recuerdos","compra y adquisición de materia prima para la elaboración de urnas en el sector pueblo nuevo sur..","UNIDAD DE SUMINISTRO SOCIALISTA","SERVICIOS PRODUCTIVOS","SOCIOPRODUCTIVOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47601","23-04-01-001-0043","CANAIMA BICENTENARIO","CCO-21-21-12-00009","""REHABILITACION DE LA ESCUELA ESTADAL DOCTOR ALBERTO RONCAJOLO ""","Con la ejecución  de  este proyecto se plantea en la rehabilitación toda la infraestructura del centro educativo  doctor alberto roncajolo ya que se encuentra en deterioro para ponerlo en condiciones adecuadas para impartir clase en  este momento  en que comienza el nuevo ano escolar,  por  lo que amerita repara todas las aulas donde se imparte clase  en la cual consiste en reparar paredes, techo, salas sanitaria, electrificación  y pintura. esto  permitirá tener un centro educativo acto para impartí enseñanzas,  y brindándole una mejor calidad de vida a 200 niños y niñas del   sector canaima bicentenario  y población  adyacentes.","EDUCACIÓN PRIMARIA","EDUCACIÓN","SERVICIOS PÚBLICOS","ZULIA","CATATUMBO","ENCONTRADOS","En evaluación",""
"__export__.sinco_project_47603","03-01-02-001-0004","MAPIRI KAKI APOTO","CCO-21-02-01-00029","Proyecto Productivo Apoto","Se requiere mejoras al electrificado y sistema de riego para poder proveer de agua a los sembradíos próximos a trasplantar de los semilleros realizados en la comunidad desde un tanque que dispone de 360 mil litros de almacenamiento de agua necesario para abastecer los cultivos esto beneficiará a  64 familias del territorio y se abastecerá al ámbito geográfico de la Comuna Agrícola Comandante Hugo Rafael Chávez Frias, así como también se realizarán mercados a cielo abierto","REDES ELÉCTRICAS RURALES","ELECTRICIDAD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","SAN JOAQUÍN","En evaluación",""
"__export__.sinco_project_47607","06-03-04-001-0024","LA VICTORIA EN NUESTRAS MANOS (SIN NOMBRE COMERCIAL)","CCO-21-05-01-00031","AMPLIACION Y MEJORAMIENTO DE GRANJAS MIXTAS PRODUCTIVAS EN EL SECTOR  ","MEJORAR, Y AMPLIAR E IMPULSAR LA CRIA Y ENGORDE DE GALLINAS PONEDORAS EN EL SECTOR A TRAVES DE LA ADQUISICION DE 2000 GALLINAS Y A SU VEZ REALIZAR LA SIEMBRA DE 3 HECTAREAS DE MAIZ BLANCO PARA EL ALIMENTO DE ESTOS ANIMALES YA QUE EN EL SECTOR PRIVADO ESTAN ESCASOS Y SUMAMENTE CARISIMOS, PARA ASI MEJORAR LAS CONDICIONES ECONOMICA DE LA COMUNIDAD Y AUMENTAR LA PRODUCCIÓN AVICOLAS Y GARANTIZAR LA SEGURIDAD Y SOBERANIA ALIMENTARIA Y PODER ARRIMAR EN LOS CIELOS ABIERTOS QUE SE REALIZAN EN EL ESTADO, AL IGUAL QUE UNA VEZ QUE SE OBTENGAN LAS PRODUCCIONES SE AMPLIARA DICHO PROYECTO EN LAS 32 FAMILIAS EXISTENTES EN EL SECTOR Y QUE CADA PRODUCTOR PUEDA MEJORAR SU CALIDAD DE VIDA Y BENEFICIAR A OTRAS FAMILIAS CON DICHAS PRODUCCIONES","CRÍA Y ENGORDE DE AVES DE CORRAL","SISTEMAS AGROPECUARIOS","SOCIOPRODUCTIVOS","BARINAS","ARISMENDI","SAN ANTONIO","En evaluación",""
"__export__.sinco_project_47608","06-03-04-001-0001","LAS FLORES","CCO-21-05-01-00032","SIEMBRA Y CULTIVO DE 30 HECTAREAS DE FRIJOL Y MAIZ AMARILLO A TRAVES DE CONUCOS Y PATIOS PRODUCTIVOS EN EL SECTOR ","SEMBRAR 30 HECTAREAS DE TERRENOS PARA BENEFICIO DE LAS COMUNIDADES COMPENETRADAS EN EL CONSEJO COMUNAL, EN DONDE SE REALIZARA DICHA SIEMBRA CON 10 PRODUCTORES, DESGLOZADAS DE LA SIGUIENTE MANERA, 10 HECTAREAS DE MAIZ AMARILLO, 10 HECTAREAS DE FRIJOL, TODO ESTO PARA BENEFICIO DE 45 FAMILIAS DEL CONSEJO COMUNAL Y A FUTURO DE OTRAS VECINAS, TODO ESTO CONTANDO CON MANO DE OBRA EN LA COMUNIDAD, TODO ESTO PARA CONTRIBUIR CON EL DESARROLLO AGROALIMENTARIO DEL PAIS Y FORTALECER LAS PRODUCCIONES AGRICOLAS DE LOS SECTORES
TODO ESTO SERA SEMBRADO EN PATIOS PRODUCTIVOS.
","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","BARINAS","ARISMENDI","SAN ANTONIO","En evaluación",""
"__export__.sinco_project_47609","12-08-01-001-0056","EL PERRO","CCO-21-10-03-00018","CONSTRUCCION DEL TENDIDO ELECTRICO","Nuestra comunidad  es una zona rural centrica y no contamos con los servicios  publicos es por eso que se decidio presentar el proyecto  para construir el alumbrado  publico del sector y brindar a la zona del sector   el servicio de electricidad ","REDES ELÉCTRICAS RURALES","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","FRANCISCO DE MIRANDA","CALABOZO","En evaluación",""
"__export__.sinco_project_47610","12-02-01-005-0000","CAJA DE AGUA","CCO-21-10-14-00005","Rehabilitación y Mejoras de un Pozo de Agua para la Producción de Cereales en el Sector caja de Agua del Municipio Chaguaramas. Estado Guárico.","Este proyecto consiste en Rehabilitar un pozo de agua potable artesanal, el cual requiere una Bomba Sumergible 5HP. Con un proposito para Producir Cereales como: Maiz Amarillo  entre otros, en diferentes espacios dentro de la Comunidad Caja de Agua del Municipio Chaguaramas.  Estado Guárico. Motivado a que nuestra comunidad Rural en la actualidad  quien nos suministran el vital liquido  es desde el Sector el caruto con un aproximado de 3 km de recorrido para poder llegar hasta el caserio Caja de Agua,  y constantemente se nos presentan muchos obstáculos para el suministro. De esta manera, incorporar esta bomba 5Hp en un pozo artezal para la distribución y asi obtener la siembra de estos cereales que serán vendidos a los sectores adyacentes a este sector.","POZOS ARTESANALES","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","CHAGUARAMAS","CHAGUARAMAS","En evaluación",""
"__export__.sinco_project_47611","12-08-01-001-0102","CAÑAFISTOLA 1-A","CCO-21-10-03-00019","REHABILITACION DE COLECTORES CAIDOS CAÑAFISTOLA 1A","Cañafistola sector chavista con mas de 50 años de fundada con problemas de los servicios publicos sobre todo de las aguas servidas debido a vencimiento de vida util de sus tuberias. por eso se decidio en asamblea de ciudadanos la sustitucion de 300 metro de tuberias de aguas servida. quedando todos de acuerdo en el problema presentado","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","FRANCISCO DE MIRANDA","CALABOZO","En evaluación",""
"__export__.sinco_project_47616","07-06-01-001-0045","PUGAS PADILLA (SIN NOMBRE COMERCIAL)","CCO-21-06-04-00001","SUSTITUIR Y MEJORAR EL ALUMBRADO PUBLICO DE BAJA TENSIÓN EN EL SECTOR PUGAS PADILLA, UPATA, PARROQUIA SECCIÓN CAPITAL PIAR, MUNICIPIO PIAR DEL ESTADO BOLÍVAR  ","CON EL PASO DE LOS TIEMPOS HAN IDO DETERIORADO EL SISTEMA DEL ALUMBRADO PUBLICA SEL SECTOR PUGAS PADILLA. POR TAL FIN SE REQUIERE EL REMPLAZO DE BOMBILLAS Y DE ALGUNAS LAMPARAS DAÑADAS POR CAUSA DEL TIEMPO DE USO Y LOS ELEMENTOS. EL CON LA MEJOR INTENSIÓN DE AYUDAR A SOLVENTAR DICHA PROBLEMÁTICA Y CONTRIBUIR A LAS POLÍTICAS DEL ESTADO EN MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS.","SUSTITUCIÓN DE BOMBILLOS PARA ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","BOLÍVAR","PIAR","UPATA","En evaluación",""
"__export__.sinco_project_47617","10-04-02-001-0001","EL JOBO GRANDE","CCO-21-23-01-00007","cría de pollos para reimpulsar la reinversion y la autogestion en la comunidad del jobo grande del Municipio Tucupita","este proyecto tiene como finalidad lograr el fortalecimiento del poder del sector productivo en la comunidad de jobo grande del Municipio Tucupita y crear conciencia en lo referente al empoderamiento de las áreas que convenen a potenciar la producción de sector productivo, por ende comprende la compra de 3.000 pollos bebes, 350 sacos de alimentos y la compra de 300 comederos y bebederos y por consiguiente sus vitaminas especificadas las cantidades en el agua, el proyecto sera para el beneficio de los habitantes de dicho sector. ","CRÍA Y ENGORDE DE AVES DE CORRAL","SISTEMAS AGROPECUARIOS","SOCIOPRODUCTIVOS","DELTA AMACURO","TUCUPITA","JOSÉ VIDAL MARCANO","En evaluación",""
"__export__.sinco_project_47618","14-16-01-001-0002","MUPATE (NO INDICA)","CCO-21-12-15-00003","MEJORAMIENTO DEL ACUEDUCTO MUPATE","DISMINUCION DEL AGUA POTABLE QUE ESTA AFECTANDO A 105 FAMILIAS","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","MÉRIDA","PUEBLO LLANO","PUEBLO LLANO","En evaluación",""
"__export__.sinco_project_47619","23-17-03-001-0008","17 DE DICIEMBRE ETAPA I (NO INDICA)","CCO-21-21-18-00018","I FASE DE LA REHABILITACIÓN DE LA CASA COMUNAL","EL PROYECTO CONSISTE  EN LA I FASE DE LA REHABILITACION DE LA CASA COMUNAL  EN VIRTUD DE QUE SE ENCUENTRA DETERIORADA Y SU CERCA PERIMETRAL EL CUAL FUE INSPECCIONADA Y EVALUADA, ENCONTRANDOSE CON NECESIDADES ESTRUCTURALES QUE EVITAN SU HABITABILIDAD TALES COMO, EL TECHO QUE SE  LE FILTRA AGUA EN LAS LLUVIAS YA QUE EL MANTO ASFALTICO TIENE UN FUERTE DETERIORO ADEMAS DEL FRISO, Y VIGAS DE ROSTIA, SIN PUERTAS Y DETERIORO DE LA  ELECTRIFICACION","CASAS COMUNALES","CULTURA","SERVICIOS PÚBLICOS","ZULIA","SAN FRANCISCO","DOMITILA FLORES","En evaluación",""
"__export__.sinco_project_47623","CC-URB-2015-04-00063","COLINAS DE ORITUCO PARTE BAJA","CCO-21-10-04-00002","CONSTRUCCION DE COLECTOR DE AGUAS SERVIDAS EN EL SECTOR COLINAS DEL ORITUCO PARTE BAJA, ALTAGRACIA DE ORITUCO, ESTADO GUARICO.","SE TRATA DE LA CONSTRUCCION DE UN COLECTOR DE AGUAS SERVIDAS UTILIZANDO TUBERIA DE CONCRETO TIPO 2 DE 8"" JUNTA DE CONCRETO  DE UN TRAMO TOTAL DE 733 MTS, PARA LO CUAL SE INSTALARAN 15 BOCAS DE VISITAS TIPO A CON SUS CILINDROS, ADEMAS DE ESTO SE INCORPORAN AL COLECTOR 100 VIVIENDAS DEJANDOLES EL CACHIMBO TOTALMENTE HABILITADO COMO ESTABLECE LA NORMA CON SU TAPA, TANQUILLA DE EMPOTRAMIENTO. SIN EMBARGO ESTA ES UNA DE LAS ETAPAS DEL PROYECTO ORIGINAL QUE TIENE UN LARGO TOTAL DE 1975 MTS DE COLECTOR Y UNAS 26 BOCAS DE VISITA EN TOTAL.","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ TADEO MONAGAS","ALTAGRACIA DE ORITUCO","En evaluación",""
"__export__.sinco_project_47627","20-28-01-075-0000","MESAS DE SAN PEDRO","CCO-21-18-09-00005","MEJORAMIENTO DE AMBULATORIO RURAL CON CERCADO PERIMETRAL EN LAS MESAS DE SAN PEDRO, ALDEA SAN PEDRO, PARROQUIA CAPITAL, MUNICIPIO URIBANTE, ESTADO TACHIRA","MEJORAMIENTO CON CERCADO PERIMETRAL PARA EL AMBULATORIO RURAL EN LA ALDEA SAN PEDRO","AMBULATORIOS RURALES TIPO I","SALUD","SERVICIOS PÚBLICOS","TÁCHIRA","URIBANTE","PREGONERO","En evaluación",""
"__export__.sinco_project_47628","03-01-0007","JUAN TAMICHE","COM-21-02-01-00005","RECUPERACIÓN Y DOTACIÓN DE CONSULTORIOS  MEDICOS ","EN ESTE PROYECTO SE LLEVARA LA RECUPERACIÓN Y DOTACIÓN DE LOS CONSULTORIOS DE BARRIO ADENTRO DE LA COMUNA JUAN TAMICHE ","BARRIO ADENTRO I","SALUD","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
"__export__.sinco_project_47632","06-07-01-001-0005","DIVINO NIÑO (SIN NOMBRE COMERCIAL)","CCO-21-05-04-00002","MEJORAMIENTO DEL SISTEMA ELÉCTRICO ,SECTOR DIVINO NIÑO,SANTA BARBARA,PARROQUIA SANTA BARBARA,MUNICIPIO EZEQUIEL ZAMORA,ESTADO BARINAS.","EL PROYECTO CONSISTE EN LA DISTRIBUCIÓN DE CARGAS CON LA COLOCACIÓN DE UN TRANSFORMADOR DE 50 KVA,CON SU HERRAJE.Y UNA LINEA DE A.T. COLOCACION DE UNA ESTRUCTURA AUTOSOPORTANTE TORRE.","REDES ELÉCTRICAS URBANAS","ELECTRICIDAD","SERVICIOS PÚBLICOS","BARINAS","EZEQUIEL ZAMORA","SANTA BÁRBARA","En evaluación",""
"__export__.sinco_project_47636","23-15-01-001-0019","CAMPO ALEGRE 1","CCO-21-21-07-00041","REHABILITACION DEL SISTEMA DE ELECTRIFICACION EN EL SECTOR, I FASE.","ESTE PROYECTO CONSISTE EN REHABILITARL LA ELECTRIFICACION DEL SECTOR, PARA ELLO SE REQUIERE LA REPOTENCIACION DE UNOS TRANSFORMADORES Y LA INSTALACION DE LAMPARAS DE ALUMBRADO PUBLICO, DE MANERA DE GARANTIZAR EL BUEN VIVIR DE LAS FAMILIAS DEL SECTOR.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ZULIA","GUAJIRA","SINAMAICA","En evaluación",""
"__export__.sinco_project_47637","18-07-01-001-0028","COROZO LARGO","CCO-21-16-05-00005","PLAN SIEMBRA CONUCO 2021, EN EL CONCEJO COMUNAL, COROZO LARGO, MUNICIPIO OSPINO, ESTADO PORTUGUESA","PLAN SIEMBRA CONUCO 2021,CONSISTE EN LA PUESTA EN MARCHA, IMPULSAR LA PRODUCCION AGRICOLA PARA ASI DESARROLLAR LA SIEMBRA Y COSECHA DE LOS 30 PRODUCTORES CONUQUEROS DE NUESTRA COMUNIDAD CON 30 HECTAREAS, DE TUBERCULOS, CEREALES, HORTALIZAS, LEGUMINOSAS, YUCA, MAIZ, CARAOTAS,TOMATES, FRIJOLES, PLATANOS, EN EL COSEJO COMUNAL COROZO LARGO DEL MUNICIPIO OSPINO, ESTADO PORTUGUESA.","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","PORTUGUESA","OSPINO","OSPINO","En evaluación",""
"__export__.sinco_project_47642","03-01-0006","LA NUEVA ERA SOCIALISTA BOLIVARIANA","COM-21-02-01-00006","CREACION DEL CATASTRO COMUNAL","INSTALACION,RECUPERACION DE INFRAESTRUCTURA PARA EL FUNCIONAMIENTO DE LAS OFICINAS ADMINISTRATIVAS DE CATASTRO EN LA COMUNA, YA QUE ES UN SERVICIO PUBLICO Y HERRAMIENTA ESENCIAL PARA EL ORDENAMIENTO DEL TERRITORIO, Y LEGALIZACION DE TERRENOS EN NUESTRAS COMUNIDADES.","REHABILITACIÓN DE VIVIENDA","VIVIENDA","SERVICIOS PÚBLICOS","ANZOÁTEGUI","ANACO","ANACO","En evaluación",""
