"id","obpp_situr_code","obpp_name","code","project_ids/display_name","description","subcategory_id/name","category_id/name","investment_sector_id/name","obpp_estado","obpp_municipio","obpp_parroquia","state","accountability_id/percent"
"__export__.sinco_project_45611","prueba-02","prueba-02","CCO-20-10-06-00039","Proyecto prueba-02","Descripción del Proyecto prueba-02","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","JUAN GERMÁN ROSCIO","SAN JUAN DE LOS MORROS","En evaluación",""
"__export__.sinco_project_45691","prueba-01","prueba-01","CCO-20-01-01-00011","Proyecto prueba-01","Descripción del Proyecto prueba-01","SUSTITUCIÓN DE BOMBILLOS PARA ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","MÉRIDA","ANDRÉS BELLO","LA AZULITA","En evaluación",""
"__export__.sinco_project_45969","23-17-04-001-0036","LOGROS COMUNITARIOS","CCO-21-21-18-00001","REHABILITACIÓN DE ALUMBRADO PUBLICO","CON LA EJECUCIÓN DE ESTE PROYECTO ESTAREMOS BENEFICIANDO A 900 FAMILIAS APROXIMADAMENTE, ASÍ COMO TAMBIÉN AL TRANSPORTE PUBLICO Y TRANSEÚNTES YA QUE EN LA ACTUALIDAD SE ENCUENTRAN LAS CALLES Y AVENIDAS OSCURAS SIENDO ESTO UNA DE LAS MAYORES CAUSAS DE ROBO Y ATRACOS A LAS PERSONAS...TAMBIÉN ESTARÍAMOS COLABORANDO CON EL AHORRO ENERGÉTICO YA QUE UTILIZAREMOS BOMBILLOS LED Y EMBELLECIENDO EL SECTOR.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","ZULIA","SAN FRANCISCO","FRANCISCO OCHOA","En evaluación",""
"__export__.sinco_project_45973","20-18-01-001-0005","SANTOS MICHELENA","CCO-21-18-13-00002","COLOCAR REDES DE RECOLECCION DE AGUAS SERVIDAS EN LAS CALLES 8, 10 Y 12, DEL SECTOR SANTOS MICHELENA, MUNICIPIO MICHELENA","EN LA URBANIZACIÓN SANTOS MICHELENA HAY TRES CALLES LA 8,10 Y 12 QUE SE ENCUENTRAN SIN AGUAS SERVIDAS DE LAS CUALES REQUIEREN  135 METROS LINEALES DE TUBERIA, SITUACION POR LA CUAL LOS HABITANTES DE ESAS CALLES SOLICITAN AL CONSEJO FEDERAL DE GOBIERNO DAR UNA PRONTA Y POSITIVA RESPUESTA DE SOLUCIÓN ANTE ESTA PROBLEMÁTICA.","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","TÁCHIRA","MICHELENA","MICHELENA","En evaluación",""
"__export__.sinco_project_45974","16-07-01-001-0017","LIBERTADOR","CCO-21-14-06-00001","Construcción de colector de aguas servidas de 24” de la calle el Cambural del Sector Libertador de Temblador,","De conformidad con las características especificas, de topografía, sitios obligados de descarga y el caudal requerido se definió utilizar 370 mts tubería de PVC diámetro 635 mm (24”), se realizara una nivelación en todo el terreno. Se tomaran las curvas de nivel para obtener el desnivel  a través del perfil longitudinal y transversal del canal para así realizar el movimiento de tierra donde se obtendrá los m3 a excavar, limpiar el monte donde se construirá el canal, se realizara una excavación de 370 metros lineales con un ancho de 1.60 metros  y una altura de 0.70 metros. Con la implementación de este proyecto, se proveerá al Sector Libertador  de una red de cloacas que permitirá  la disminución de los riesgos de proliferación de enfermedades tales como; gastroenteritis, amibiasis, enfermedades virales, etc., además de la proliferación de plagas como por ejemplo: mosquitos, zancudos, ratas, etc. Ya que existe una planta de tratamiento que fue mal construida y todas las bocas de visitas existentes se desbordan. Cada uno de estos factores mejorará de manera considerable la calidad de vida de los habitantes de esta comunidad y de las poblaciones circunvecinas.

 
","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","MONAGAS","LIBERTADOR","LIBERTADOR","En evaluación",""
"__export__.sinco_project_45975","C-RUR-2016-06-0004","SOCIALISTA LA BENDICIÓN DE JEHOVA SHALOM","COM-21-05-01-00001","MEJORAMIENTO Y AMPLIACION DE UNA GRANJA MIXTA AVICOLA PORCINA EN EL SECTOR DE LA UNION","ATRAVES DE ESTE PROYECTO SOLICITAMOS LOS RECURSOS PARA RECUPERAR, MEJORAR Y AMPLIAR UNA GRANJA PORCINA QUE POSEEMOS EN EL SECTOR DONDE SE PUEDEN TENER UNAS 20 MADRES PREÑADAS PARA ASI MEJORAR LA CALIDAD DE RAZA Y A SU VEZ PARA LA PRODUCCION DE CARNE EN EL SECTOR CON LOS LECHONES Y QUE PODAMOS SACAR LA MISMA A OTROS SECTORES DE LA PARROQUIA Y A SU VEZ AMPLIAR LA CRIA DE AVES DE CORRAL CON LA ADQUISICION DE UNAS 1000 GALLINAS PONEDORAS PARA BENEFICIAR A OTRAS FAMILIAS Y ASI FORTALECER ESTE PRODUCTO QUE SE ENCUNTRA SUMAMENTE CARISIMO EN EL SECTOR PRIVADO Y TAMBIEN UTILIZAREMOS PARA REALIZAR LA SIEMBRA DE 10 HECTAREAS DE MAIZ PARA EL SUSTENTO O EL ALIMENTO PARA LAS LECHONAS Y LECHONES QUE SE PUEDAN ADQUIRIR CON ESTE PROYECTO, LO CUAL UTILIZAREMOS PARA MUCHOS BENEFICIOS DEL SECTOR","CRÍA Y ENGORDE DE PORCINOS","SISTEMAS AGROPECUARIOS","SOCIOPRODUCTIVOS","BARINAS","ARISMENDI","LA UNIÓN","En evaluación",""
"__export__.sinco_project_45977","22-04-01-001-0025","SAN JACINTO II (NO INDICA)","CCO-21-20-10-00001","Embellecimiento de Fachadas de 150 Viviendas de la Comunidad de San Jacinto Sector 2, del Municipio Cocorote Estado Yaracuy (PRIMERA PARTE)","ESTE PROYECTO SE REALIZA EN LA COMUNIDAD DE SAN JACINTO SECTOR 2 DEL MUNICIPIO COCOROTE ESTADO YARACUY, CON EL FIN DE SANEAR Y EMBELLECER LAS FACHADAS DE 150 VIVIENDAS QUE SE ENCUENTRAN DETERIORADAS DEBIDO A LA FALTA DE MANTENIMIENTO Y RECURSOS A LO QUE ESTAN SOMETIDOS SUS DUEÑOS POR CULPA DE LA GUERRA ECONOMICA EXISTENTE GRACIAS A FACTORES POLITICOS ENEMIGOS DE  NUESTRA REVOLUCION, CON ESTE PROYECTO SE BUSCA RECUPERAR Y DAR UN BUEN ASPECTO FISICO DE DICHAS VIVIENDAS Y ASI CUMPLIR UNA DE LAS PRINCIPALES LINEAS ESTABLECIDAS DE NUESTRO COMANDANTE CHAVEZ ""AMOR CON AMOR SE PAGA"", EN ESTA PRIMERA ETAPA SE REALIZARA EMBELLECIMIENTO A 4.500M2 DE SUPERFICIE UTILIZANDO MATERIALES DE PRIMERA CALIDAD. EL OBJETIVO PRINCIPAL DE ESTE PROYECTO ES: RESTAURAR CADA FACHADA PARA QUE ASI SE RECUPERE LA ALEGRIA DE NUESTROS HABITANTES.","REHABILITACIÓN DE VIVIENDA","VIVIENDA","SERVICIOS PÚBLICOS","YARACUY","COCOROTE","COCOROTE","En evaluación",""
"__export__.sinco_project_45985","12-05-01-001-0127","LOS SEIS UNIDOS","CCO-21-10-01-00002","SIEMBRA DE CULTIVOS INTERCALADOS EN EL CONSEJO COMUNAL LOS SEIS UNIDOS. MUNICIPIO LEONARDO INFANTE VALLE DE LA PASCUA ESTADO GUÁRICO. ","LA EJECUCIÓN DE ESTE PROYECTO AGRÍCOLA INSERTA DENTRO DE LA POLÍTICA REVOLUCIONARIA, CON EL AFÁN DE GARANTIZAR LA SEGURIDAD ALIMENTICIA DE NUESTRA COMUNIDAD.","CONUCO","SISTEMA DE PRODUCCIÓN AGRÍCOLA","SOCIOPRODUCTIVOS","GUÁRICO","LEONARDO INFANTE","VALLE DE LA PASCUA","En evaluación",""
"__export__.sinco_project_45986","CC-URB-2015-12-00049","ALI PRIMERA MONTESANO CENTRO","CCO-21-24-01-00001","III ETAPA DE REDES DE AGUAS SERVIDAS y CAMINERIA DEL CALLEJON LAS FLORES","Se requiere dar continuidad a las Redes de Agua Servidas, en el callejón Las Flores parte media y alta, dentro del ámbito geográfico, debido a que colapso y se obstruyeron las tuberías de aguas servidas de concreto de 12 pulgadas, están rebosando por las tuberías de aguas servidas internas de varias viviendas y por las tranquillas principales, ocasionado epidemias y enfermedades respiratorias en la comunidad, es un aproximado de cincuenta (50) metros longitud con sus respetivas conexiones, para colocarle tuberías plásticas reforzadas de 12 pulgadas, con su respetivo recubrimiento nuevamente y la rehabilitación de la camineria  donde se va a realizar la obra.-","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","LA GUAIRA","VARGAS","CARLOS SOUBLETTE","En evaluación",""
"__export__.sinco_project_45991","09-09-01-Q66-0000","LA GUAMA CAMORUCO","CCO-21-08-07-00001","CONSTRUCCIÓN DE TANQUE ELEVADO PARA EL ALMACENAMIENTO DE AGUA PARA CONSUMO HUMANO EN LA COMUNIDAD DE LA GUAMA CAMORUCO, MUNICIPIO TINACO ESTADO COJEDES","LA COMUNIDAD CUENTA CON UN POZO QUE PRODUCE 8 l/s  Y REQUIERE LA CONSTRUCCION DE UN ALMACENAMIENTO (TIPO AUSTRALIANO) PARA UNA MEJOR DISTRIBUCCION Y APROVECHAMIENTO DEL AGUA SE PRETENDE LA INSTALACION DE UN TANQUE AUSTRALIANO CON CAPACIDAD MINIMA DE 100.000 lts..Contempla la construcción de terraza, suministro, construcción y colocación de estructura metalica en vigas IPN, pintura epoxica en paredes interiores del tanque, colocación de tuberia PAVCO","TANQUES DE ALMACENAMIENTO","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","COJEDES","TINACO","GENERAL EN JEFE JOSÉ LAURENCIO SILVA","En evaluación",""
"__export__.sinco_project_45993","11-24-01-001-0004","EL ESTADIO","CCO-21-09-24-00001","ADQUISICIÓN DE TANQUES DE AGUA TIPO CÓNICOS PARA LAS FAMILIAS DEL CONSEJO COMUNAL EL ESTADIO, PARROQUIA URUMACO, MUNICIPIO URUMACO DEL ESTADO FALCÓN.","PROCURA DE 89 TANQUES DE AGUA TIPO CÓNICOS DE 1500 LITROS, PARA LAS FAMILIAS DEL CONSEJO COMUNAL EL ESTADIO.","TANQUES DE ALMACENAMIENTO","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","FALCÓN","URUMACO","URUMACO","En evaluación",""
"__export__.sinco_project_45996","12-11-01-001-0031","TRICOLOR 5 DE JULIO","CCO-21-10-05-00003","REHABILITACIÓN DEL TENDIDO ELÉCTRICO EN SEGUNDA ETAPA  DEL SECTOR TRICOLOR 5 DE JULIO DE TUCUPIDO, MUNICIPIO RIBAS ESTADO GUARICO","EL PROYECTO CONSISTE EN LA CONTINUACION DE EL MEJORAMIENTO DEL SISTEMA ELÉCTRICO DEL SECTOR TRICOLOR 5 DE JULIO EN ALTA Y BAJA EN VOLTAJE 13.800, COLOCACIÓN DE PÓSTER 2/0 CON ALVIDALES Y AISLADORES. E CUAL SE INICIO CON UN ALTO AVANCE, SOLICITAMOS LA SEGUNDA ETAPA PARA CULMINAR ESTA REHABILITACIÓN Y ASI LOGAR QUE LA MITAD DE LOS HABITANTES DEL SECTOR TENGAS BUENA LUZ","REDES ELÉCTRICAS URBANAS","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
"__export__.sinco_project_45997","12-05-01-001-0070","LOMA DE PIEDRA","CCO-21-10-01-00006","Construcción de pozo profundo y construcción de tanque de almacenamiento de agua para el consejo comunal loma de piedra.","El consejo comunal loma de piedra necesita construir un pozo profundo de 60 metros de profundidad, Ya que a venimos necesitamos el agua para el consumo humano y un tanque de almacenamiento del agua. Debido a que viene padeciendo de la escasez del vital liquido desde hace un largo tiempo.","POZOS PROFUNDOS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","LEONARDO INFANTE","VALLE DE LA PASCUA","En evaluación",""
"__export__.sinco_project_45998","12-05-01-001-0005","LIRIOS DEL VALLE","CCO-21-10-01-00007","Requerimiento de 60 tanques de plásticos para almacenamiento de agua potable en el consejo comunal lirios del valle, municipio Leonardo infante , Parroquia valle de la pascua estado Guárico","La comunidad de lirios del valle presenta la problemática del sistema de bombeo de agua continuo, el servicio de agua llega cada 15 días en las partes bajas del sector, quedando sin agua parte de la población, es por esta razón que nos vemos en la necesidad de solicitar tanques de aguas para almacenar agua para que nos dure los días suficientes previos al próximo servicio de agua.","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","LEONARDO INFANTE","VALLE DE LA PASCUA","En evaluación",""
"__export__.sinco_project_46000","21-20-06-001-0021","EL DESPERTAR DEL LLANO DE LAS CATIRAS (NO INDICA)","CCO-21-19-07-00002","MEJORAMIENTO Y REHABILITACION DEL TENDIDO ELECTRICO DEL ALUMBRADO PUBLICO, EN EL SECTOR LLANO DE LAS CATIRAS, PARROQUIA MENDOZA, MUNICIPIO VALERA, EDO TRUJILLO.","CONSISTE EN MEJORAR Y REHABILITAR 2000 ML, METROS LINEALES DEL TENDIDO ELÉCTRICO DEL ALUMBRADO PUBLICO, DONDE SE COLOCARAN POSTES DE BAJA Y ALTA TENSIÓN, LAMPARAS DE 220 VOLTIOS Y UN BANCO DE TRANSFORMADOR de 35 KWA, ESTO ES CON LA FINALIDAD DE ARREGLAR LAS FALLAS QUE PRESENTA EL SISTEMA ELÉCTRICOS PUBLICO DE LAS VIVIENDAS Y ALUMBRADO.","REDES ELÉCTRICAS URBANAS","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","VALERA","MENDOZA","En evaluación",""
"__export__.sinco_project_46002","21-20-05-001-0010","QUEBRADA SECA TRICOLOR","CCO-21-19-07-00004","MEJORAMIENTO Y REHABILITACION DEL TENDIDO ELECTRICO, ARREGLO DE MURO DE CONTENCCION EN EL SECTOR QUEBRADA SECA, PARROQUIA LA PUERTA, MUNICIPIO VALERA, EDO TRUJILLO.","CONSISTE EN MEJORAR Y REHABILITAR 1500 ML, METROS LINEALES DEL TENDIDO ELÉCTRICO DEL ALUMBRADO PUBLICO, TODO CON SUS RESPECTIVOS ACCESORIO ELÉCTRICOS Y ARREGLO DE MURO DE CONTENCIÓN DE 5X5 M2 YA QUE SE ESTA PRESENTANDO UNA FALLA DE BORDE Y AFECTA A LA CAMINERIAS, CASAS Y CARRETERA DE LA AVENIDA PRINCIPAL DEL SECTOR.","REDES ELÉCTRICAS URBANAS","ELECTRICIDAD","SERVICIOS PÚBLICOS","TRUJILLO","VALERA","LA PUERTA","En evaluación",""
"__export__.sinco_project_46004","21-11-01-024-0001","EL OLIVO","CCO-21-19-10-00001","CONSTRUCCION DE PAVIMENTO RIGIDO EN LA VIALIDAD PRINCIPAL AGRÍCOLA DEL SECTOR EL OLIVO, PARROQUIA MONTE CARMELO, MUNICIPIO MONTE CARMELO ESTADO TRUJILLO.","CONSISTE EN LA CONSTRUCCIÓN DE 12O METROS LINEALES POR 4,5 METROS DE ANCHO Y ESPESOR DE 0,12 METROS DE PAVIMENTO RÍGIDO EN LOS TRAMOS PRINCIPALES DE LA VIALIDAD AGRICOLA DEL SECTOR EL OLIVO, ZONA NETAMENTE AGROPRODUCTIVA, EL CUAL SE EJECUTARA CON LA MISMA COMUNIDAD.","PAVIMENTO RÍGIDO","VIALIDAD","SERVICIOS PÚBLICOS","TRUJILLO","MONTE CARMELO","MONTE CARMELO","En evaluación",""
"__export__.sinco_project_46008","12-11-01-E71-0000","SAN RAFAEL","CCO-21-10-05-00004","ALUMBRADO PUBLICO Y SUSTITUCION DE DOS TRANFORMADORES DEL SECTOR SAN RAFAEL","El proyecto consiste en la adquisición de bombillos, lámparas y do(2) transformador que se encuentra dañado en nuestro sector lo que hace que la electricidad sea deficiente y así mejorar la calidad de vida de los habitantes de nuestra comunidad ","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
"__export__.sinco_project_46011","09-08-02-010-0000","PAJA BRAVA Y SANTA BARBARA (SIN NOMBRE COMERCIAL)","CCO-21-08-06-00001","rehabilitacion de las vias agriocola de la comunidad paja brava y santa barbara de la parroquia la sierra del municipio ezequiel zamora .","vialidad agricola en pesima condiciones, donde se imposibilita la salida de la produccion agricola y animal ","CARRETERAS DE TIERRA","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","EZEQUIEL ZAMORA","JUAN ANGEL BRAVO","En evaluación",""
"__export__.sinco_project_46012","21-20-03-001-0054","NIÑO JESUS DE LA FLORESTA","CCO-21-19-07-00006","FABRICACION Y COLOCACION DE TAPAS DE CONCRETO PARA EMBAULAMIENTO DE AGUAS NEGRAS DEL SECTOR I PARTE BAJA URB LA FLORESTA  ","Se van fabricar 280 tapas de 60 x 1.60 x 15  mts en concreto armado el cual llevara cabillas de 1/2, 3/8, asi como tambien se deben encofrar con farmaletas de 15 cmt  de espesor cada una. Asi mismo se colocaran 400 mts tuberias de 2"" y  4"" PVC el cual abarcara 
2.000 mts lineales de embaulamiento de aguas negras que beneficiara a mas de 320 personas entre niños, adultos y adultos mayores.    ","PROTECCIÓN DE MÁRGENES DE QUEBRADAS","AMBIENTAL","SERVICIOS PÚBLICOS","TRUJILLO","VALERA","MERCEDES DÍAZ","En evaluación",""
"__export__.sinco_project_46013","11-24-01-007-0001","CAUCA (SIN NOMBRE COMERCIAL)","CCO-21-09-24-00005","ADQUISICIÓN DE TANQUES DE AGUA TIPO CÓNICOS PARA LAS FAMILIAS DEL CONSEJO COMUNAL CAUCA, PARROQUIA URUMACO, MUNICIPIO URUMACO DEL ESTADO FALCÓN.","PROCURA DE 25 TANQUES DE AGUA TIPO CÓNICOS DE 1500 LITROS, PARA LAS FAMILIAS DEL CONSEJO COMUNAL CAUCA","TANQUES DE ALMACENAMIENTO","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","FALCÓN","URUMACO","URUMACO","En evaluación",""
"__export__.sinco_project_46014","09-08-02-001-0000","BERREBLEN","CCO-21-08-06-00002","REHABILITACION DE LAS VIA AGRICOLA DE LA COMUNIDAD BERREBLEN DE LA SIERRA PARROQUIA JUAN ANGEL BRAVO MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO COJEDES. PRIMERA ETAPA","EL PROYECTO CONSTA DE LA REHABILITACION DE LAS VIA AGRICOLA DE LA COMUNIDAD BERREBLEN DE LA SIERRA PARROQUIA JUAN ANGEL BRAVO MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO COJEDES. PRIMERA ETAPA","CARRETERAS ENGRANZONADAS","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","EZEQUIEL ZAMORA","JUAN ANGEL BRAVO","En evaluación",""
"__export__.sinco_project_46015","09-01-02-001-0007","BUENOS AIRES","CCO-21-08-01-00001","REHABILITACION DE LA VIALIDAD AGRICOLA DE LA COMUNIDAD DE BUENOS AIRES, MUNICIPIO ANZOATEGUI, ESTADO COJEDES","CONFORMACION DE VIALIDAD, CONSTRUCCION DE CUNETA EN TIERRA, COMPACTACION DE LA MISMA.","CARRETERAS ENGRANZONADAS","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","ANZOÁTEGUI","JUAN DE MATA SUÁREZ","En evaluación",""
"__export__.sinco_project_46017","09-08-02-007-0000","LA CONCEPCIÃN","CCO-21-08-06-00004","REHABILITACION FISICA DE 10 KM LA VIA AGRICOLA DE LA COMUNIDAD LA CONCEPCION DE LA SIERRA. I ETAPA","NUESTRA VIALIDAD AGRÍCOLA ESTA EN TOTAL DETERIORO POR FALTA DEL MEJORAMIENTO DE LA VIA AGRICOLA, POR ESO LA PRODUCCION AGRICOLA SE PIERDE PORQUE NUESTROS PRODUCTORES NO PUEDE SACAR SU PRODUCCION ","CARRETERAS DE TIERRA","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","EZEQUIEL ZAMORA","JUAN ANGEL BRAVO","En evaluación",""
"__export__.sinco_project_46019","09-02-01-001-0097","BRISAS DEL PALOMAR","CCO-21-08-02-00001"," REPARACION, RECUPERACION Y MANTENIMIENTO DE PASARELA Y VIA DE ACCESO  DEL CONSEJO COMUNAL BRISAS DEL PALOMAR TINAQUILLO","SE ESTE PROYECTO PERMITIRÁ QUE LOS HABITANTES TENGA ACCESO A LA COMUNIDAD, YA QUE EN LA VAGUADA DEL AÑO 2018 SE DAÑO CON EL DESBORDAMIENTO DEL RIO, MEJORANDO LA CALIDAD DE VIDA DE  MISMO,EN ESTE PROYECTO SE CONSTRUIRÁ 200 METROS DE GAVIONES PARA SALVAGUARDAR EL PUENTE DE POSIBLES DESBORDAMIENTO Y SE CANALIZARÁ EL CAUCE DEL MISMO","ESCALERA","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","TINAQUILLO","TINAQUILLO","En evaluación",""
"__export__.sinco_project_46020","12-05-01-001-0104","URBANIZACION LA TRINIDAD","CCO-21-10-01-00008","Culminación del sistema de aguas servidas en el consejo comunal La Trinidad, Valle de la Pascua, Municipio Leonardo Infante Estado Guarico.","Falta de 170 metros de sistema de aguas servidas,  Este proyecto consiste en culminar 170 metros de sistema de aguas servidas dirigidos al  consejo comunal la trinidad, el cual beneficiara a aproximadamente a 861 familias. ","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","LEONARDO INFANTE","VALLE DE LA PASCUA","En evaluación",""
"__export__.sinco_project_46021","12-11-01-001-0027","CASCO CENTRAL","CCO-21-10-05-00005","ALUMBRADO PUBLICO EN EL  SECTOR CASCO CENTRAL, PARROQUIA TUCUPIDO, MUNICIPIO JOSE FELIX RIBAS, ESTADO GUARICO.","ESTE PROYECTO TIENEN POR FINALIDAD ALUMBRAR EL SECTOR CASCO CENTRAL PARA UNA MEJOR CALIDAD DE VIDA DE  SUS HABITANTES, BENEFICIARA A 476 FAMILIAS Y ESTA ENMARCADO EN EL PROYECTO DE VENEZUELA BELLA.","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
"__export__.sinco_project_46022","12-11-01-001-0026","BAINESPAZ EL TESORO","CCO-21-10-05-00006","Adquisicion de tanques para el almacenamiento de agua potable.Caserio Bainezpaz  El Tesoro, parroquia Tucupido, Municpio Jose Feliz Ribas, Estado Guàrico.","En el presente proyecto tiene finalidad la compra de tanque para el almacenamiento de agua potable ya que en nuestro comunidad que pertenece al sector rural del municipio José Félix Ribas tenemos una gran problemática con el bombeo y con esto beneficiaríamos a las familias para que tenga almacenamiento del vital liquido ","TANQUES DE ALMACENAMIENTO","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
"__export__.sinco_project_46024","09-08-02-O22-0000","PUEBLO ARRIBA (NO INDICA)","CCO-21-08-06-00005","REHABILITACION Y MANTENIMIENTO DE LA VIA AGRICOLA DE LA COMUNIDAD PUEBLO ARRIBA MUNICIPIO EZEQUIEL ZAMORA ESTADO COJEDES PRIMERA ETAPA","ESTE PROYECTO CONSTA DE LA REHABILITACION Y MANTENIMIENTO DE LA VIA AGRICOLA DE LA COMUNIDAD PUEBLO ARRIBA MUNICIPIO EZEQUIEL ZAMORA ESTADO COJEDES PRIMERA ETAPA BERNEFICIANDO A 225 PRODUCTORES PARA ASI PODER MOVILIZAR LA PRODUCCION AGRTICOLA","PAVIMENTO RÍGIDO","VIALIDAD","SERVICIOS PÚBLICOS","COJEDES","EZEQUIEL ZAMORA","JUAN ANGEL BRAVO","En evaluación",""
"__export__.sinco_project_46026","CC-RUR-2014-05-00086","PAULA CORREA","CCO-21-08-06-00006","REPARACION Y MEJORAS DE LA RED DE ALUMBRADO PUBLICOS EN EL SECTOR PAULA CORREA DEL MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO BOLIVARIANO DE COJEDES","EL PROYECTO CONSTA DE LA REPARACION Y MEJORAS DE LA RED DE ALUMBRADO PUBLICOS EN EL SECTOR PAULA CORREA DEL MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO BOLIVARIANO DE COJEDES","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","COJEDES","EZEQUIEL ZAMORA","SAN CARLOS DE AUSTRIA","En evaluación",""
"__export__.sinco_project_46027","09-06-01-002-0000","EL MUERTICO","CCO-21-08-05-00003","REHABILITACION Y MEJORAS DEL ALUMBRADO PUBLICO DEL SECTOR EL MUERTICO, MUNICIPIO RICAURTE, ESTADO COJEDES","SE PREVE LA SUSTITUCION DE APROXIMADAMENTE SIETE ESTRUCTURAS QUE SE ENCUENTRAN SUMAMENTE DETERIORADAS ASI COMO LA SUSTITUCION DE 96 LAMPARAS Y LA INSTALACION DE 165 LUMINARIAS. AL MISMO TIEMPO SE ASPIRA LA SUSTITUCION DE UN TRANSFORMADOR DE 50 KVA","ALUMBRADO PÚBLICO","ELECTRICIDAD","SERVICIOS PÚBLICOS","COJEDES","RICAURTE","LIBERTAD DE COJEDES","En evaluación",""
"__export__.sinco_project_46028","09-06-01-001-0009","santa rosalia","CCO-21-08-05-00004","INSTALACION DE 300 METROS LINEALES PARA EL SERVICIO DE AGUA POTABLE DEL SECTOR SANTA ROSALIAS, MUNICIPIO RICAURTE, ESTADO COJEDES","EXISTE UN GRUPO DE 15 FAMILIAS QUE NO GOZAN DEL SERVICIO DE AGUA POTABLE, POR NO CONTAR CON TUBO MATRIZ PARA LA ADMINISTRACION DE LA MISMA, LO QUE GENERA GRAN INCOMODIDAD EN ESTOS HABITANTES, PUES DEBEN CARGAR DESDE DISTANCIAS RETIRADAS EL AGUA PARA SUS QUEHACERES, SIN TENER EL ACCESO OPORTUNO A ESTE SERVICIO TAN NECESARIO","REDES DE DISTRIBUCIÓN DE AGUA POTABLE","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","COJEDES","RICAURTE","LIBERTAD DE COJEDES","En evaluación",""
"__export__.sinco_project_46029","CC-URB-2018-05-00002","BELLO AMANECER","CCO-21-10-05-00008","construcción de acueductos de aguas negras  ","consiste en la colocación de las tubería de aguas negras del sector ya que  no se cuenta sino con posos cesticos y en su mayoría ya llegaron a su ultimo estado y se desborda generando mal olor en las calles u puede atraer enfermedades","REDES DE RECOLECCIÓN DE AGUAS SERVIDAS","MANEJO INTEGRAL DEL AGUA","SERVICIOS PÚBLICOS","GUÁRICO","JOSÉ FÉLIX RIBAS","TUCUPIDO","En evaluación",""
