id,obpp_situr_code,description,category_id/id,subcategory_id/id
__export__.sinco_project_46069,12-11-01-059-0000,"Para realizar este proyecto de patroleo  de 10kmt necesitaremos un patrol para raspar la via  y regar la granza, pica de granza en una mina a 2 km de nuestra comunidad de granza roja y ripio esto con  retro escabadora y utilizaremos volteos para trasladar la granza. este proyecto beneficia a mas de 600 familias de esta comunidad y este eje.",sinco_project_category.sinco_project_cat_via,sinco_project_category.sinco_project_subcat_careng
__export__.sinco_project_46070,12-11-01-001-0005,"El presente proyecto tiene como finalidad la compra de 122 tanques de almacenamiento de agua potable con el objetivo de beneficiar a las 122 familias mas vulnerables de las 428 familias que integran la comunidad de Saetal, ya que nos vemos afectados por la problemática del bombeo de agua potable por tuverias y los habitantes de nuestra comunidad nos vemos en la necesidad de poseer un tanque donde poder almacenar el vital liquido",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_tan
__export__.sinco_project_46071,09-05-01-001-0024,"SE ESTARA EQUIPANDO EL POZO CON BOMBA SUMERGIBLE, TABLERO DE ARRANQUE, BANCO DE TRANSFORMADORES Y RED DE SERVICIO.",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_pozpro
__export__.sinco_project_46074,09-02-01-Q65-0000,"En este proyecto se comprara un transformador 37.5kva, (03) poste de baja ;(01) poste de alta, 170k de arvidal n°2/0, conectores, aislante, perros de guayas , kwa.25,bombillos lamparas de alumbrados públicos y socates",sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_redrur
__export__.sinco_project_46075,16-09-03-001-0010,"SE REQUIERE  ADQUIRIR  MOTOR  Y  BOMBA  SUMERGIBLE  DE  20HP CON  TUBERIAS  Y  ACCESORIOS  PARA  PONER  EN  FUNCIONAMIENTO  EL  SISTEMA  DE  AGUAS  BLANCAS  EN  EL  SECTOR  SANTA  TERESA  DE  LA  `PARROQUIA  CHAGUARAMAL  DEL  MUNICIPIO  PIAR  DEL  ESTADO  MONAGAS .SE  HA  HECHO  LA  SOLICITUD  A  AGUAS  DE  MONAGAS  Y  A  LA  GOBERNACION  Y  NO  SE  HA  TENIDO  RESPUESTA  .
ESTE SECTOR  CUENTA  CON  UN  TOTAL  DE  HABITANTES  DE  836  ,EN  EL  TERRITORIO  DEL  CONSEJO  COMUNAL  FUNCIONA  UNA  ESCUELA BASICA  CON  UNA  MATRICULA  DE  530  ALUMNOS  ,UN  KINDER  CON  UNA  MATRICULA  DE  120  NIÑOS  Y  UN  CONSULTORIO  POPULAR  TIPO  3  QUE  ATIENDE  A  TODA  LA  POBLACION  DE  APROXIMADAMENTE  10.000  HABITANTES .
ESTE  POZO  CUENTA  CON  UN  TANQUE  ELEVADO  Y  SISTEMA  DE  FILTROS  PARA  POTABILIZAR  EL  AGUA .",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_pozpro
__export__.sinco_project_46077,09-05-01-081-0000,"EL PROYECTO CONTEMPLA LA REHABILITACION Y ENGRANZONAMIENTO (CUNETAS) DE APROXIMADAMENTE 14KM DE LA VIALIDAD AGRICOLA DESDE LA ENTRADA DE SAL SI PUEDES HASTA EL CASERIO LOS POCITOS, LIMITE CON CASERIO EL SOCORRO. ESTO CON EL FIN DE BENEFICIAR 400 HABITANTES.",sinco_project_category.sinco_project_cat_via,sinco_project_category.sinco_project_subcat_careng
__export__.sinco_project_46089,21-20-01-A81-0006,"CONSISTE EN MEJORAR LAS PRINCIPALES CALLES Y AVENIDA, DE NUESTRO SECTOR ÁREA CENTRAL DE VALERA, DONDE REALIZARAN SEÑALIZACIONES, SE PINTARA MURALES, FACHADAS DE 300 VIVIENDAS, MEJORAR EL TENDIDO ELÉCTRICO, ARREGLO DE SEMÁFOROS, COLOCACIÓN DE 4O LAMPARAS, ACERAS Y BROCALES 400 ML, ENTRE OTROS ARREGLOS QUE NECESITA NUESTRO SECTOR YA QUE SE ENCUENTRA EN COMPLETO ABANDONO.",sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_alu
__export__.sinco_project_46095,09-01-01-001-0000,"LIMPIEZA DE POZO Y AFORE TECNICO, ADQUISICION DE BOMBA DE 25 HP, ADQUISICION DE TUBERIA Y ACCESORIO DE 4"" PARA COLUMNAS DE AGUA.",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_pozpro
__export__.sinco_project_46100,09-01-02-001-0023,"EXCAVACION EN TIERRA PARA ACIENTO DE ZANJA, DEMOLICION DE ASFALTADO, SUSTITUCION DE 220 METROS DE  TUBERIA PRINCIPAL, SUSTITUCION DE CONECCIONES RESIDENCIALES.",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_redser
__export__.sinco_project_46103,09-05-01-P95-0000,"EN EL SECTOR SANTA MARTA DEL MUNICIPIO PAO, SE CUENTA CON UN POZO PROFUNDO, EL CUAL REQUIERE LA CULMINACION DE 2.1KM DE ELECTRIFICACION EN ALTA TENCION PARA LA PUESTA EN FUNCIONAMIENTO DEL MISMO.",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_pozpro
__export__.sinco_project_46105,09-05-01-001-0008,EL PROYECTO CONTARA CON LA REABILITACION INTEGRAL DEL SISTEMA DE ALUMBRADO PUBLICO DEL SECTOR YA QUE PRESENTA DETERIOS CONSIDERABLES SIENDO NECESARIO PARA ESTO LA SUSTITUCION DE LAMPARAS Y BOMBILLOS.,sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_alu
__export__.sinco_project_46106,09-05-01-001-0026,El proyecto contempla la mejora de 1500 metros de red de distribuciòn de agua potable diametro 70 mm.,sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_reddis
__export__.sinco_project_46107,09-08-01-001-0038,"ESTE PROYECTO TENDRA UN ALTO IMPACTO SOCIO-POLITICO EN NUESTRA COMUNIDAD Y SUS ALREDEDORES YA QUE CONTEMPLA LA COLOCACION DE UN TRANSFORMADOR CON MAS CAPACIDAD , LA PUESTA DE 25 BOMBILLOS , 6 REFLECTORES , SUSTITUCION DE 500 METROS DE ALBIDAL , FOTOSELDAS , PICA Y PODA DE ARBOLES Y PINTURAS PARA 25 POSTER",sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_alu
__export__.sinco_project_46109,03-04-01-001-0017," DESCRIPCIÓN DE LA PARTIDA

REMOCION CON RECUPERACION DE TUBERIA DE HG DE AGUA POTABLE EXISTENTE D= 4"".. EXCLUYE DEMOLICIONES
COLOCACION DE TUBERIA AGUAS BLANCAS DE HG, DIAMETRO 4"" ASTM. 150 PSI. INCLUYE CONEXIONES.
EXCAVACION PARA ESTRUCTURAS CORRESPONDIENTE A OBRAS DE DRENAJES DE CUALQUIER  PROFUNDIDAD CON EMPLEO DE EQUIPO RETROEXCAVADOR, APILAMIENTO  Y/O BOTE, TRANSPORTE HASTA 200 MTS. DE DISTANCIA. INCLUYE REPERFILAMIENTO
CARGA CON EQUIPO LIVIANO DE MATERIAL PROVENIENTE DE LAS EXCAVACIONES PARA ASIENTO DE FUNDACIONES, ZANJAS, U OTROS.
RELLENO CON MATERIAL GRANULAR  (ARENA) PARA APOYO DE TUBERIAS, INCLUYE SUMINISTRO Y TRANSPORTE.
TRANSPORTE URBANO EN CAMIONES DE CUALQUIER TIPO DE MATERIAL PROVENIENTE DE LA PREPARACION DEL SITIO (EXCAVACIONES Y/O DEMOLICIONES), MEDIDOS EN ESTADO SUELTO A DISTANCIAS MAYORES DE 20 KM.
CONFORMACIÓN DEL TERRENO A MANO.
ENCOFRADO DE MADERA, TIPO RECTO,  ACABADO CORRIENTE, EN MUROS Y PANTALLAS.
CONSTRUCCION DE BASE DE PIEDRA PICADA.PARA OBRAS PREPARATIVAS, INC. SUMINISTRO Y TRANSPORTE DEL MATERIAL HASTA UNA DISTANCIA DE 50 KMS.
SUMINISTRO, TRANSPORTE, PREPARACION Y COLOCACION DE ACERO DE REFUERZO FY2800 KGF/CM2  UTILIZANDO CABILLAS DE 12MM A22MM PARA SUPERESTRUCTURA
SUMINISTRO, PREPARACION Y COLOCACION DE MALLA SOLDADA DE ACERO TIPO TRUCKSON ( 4x4"") PARA SUPERESTRUCTURA
CONCRETO DE Fc 250 Kgf/cm2 A LOS 28 DIAS, ACABADO CORRIENTE, PARA LA CONSTRUCCION DE MUROS Y PANTALLAS.INCLUYE EL TRANSPORTE DEL CEMENTO Y LOS AGREGADOS HASTA 50 KM Y EXCLUYE EL REFUERZO METALICO Y EL ENCOFRADO.
INSTALACION DE BOMBA CENTRIFUGA HORIZONTAL EJE LIBRE MULTIETAPA  DE USO ALTERNO. INCLUYE MATERIAL DE FIJACION Y MATERIALES ESPECIALES DE PLOMERIA
PINTURA ESPECIAL EPOXICA EN PAREDES Y PISO DE BASE DE TANQUE DE GASOIL.
",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_reddis
__export__.sinco_project_46110,21-11-02-028-0000,"CONSISTE EN LA COLOCACION DE DE 4000 METROS LINEALES DE MANGUERAS PVC DE 2 Y 3 PULGADA CON SUS RESPECTIVOS ACCESORIOS Y COMPONENTES, Y LA CONSTRUCCION DE UN TANQUE DE ALMACENAMIENTO DE AGUA POTABLE CON UNA CAPACIDAD DE 60.000 LITROS,  ARREGLAR EL DIQUE TOMA DEL ACUEDUCTO PRINCIPAL, YA QUE PRESENTAMOS PROBLEMA EN EL SERVICIO DE AGUA POTABLE EN TODA LA COMUNIDAD EN GENERAL, DICHA OBRA SE EJCUTARA CON LA PROPIA COMUNIDAD.",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_reddis
__export__.sinco_project_46112,09-05-01-O19-0000,EL PROYECTO CONTEMPLA LA ADQUISICIÓN DE TANQUES DE ALMACENAMIENTO DE AGUA POTABLE PARA BENEFICIAR A 53 FAMILIAS DEL CONSEJO COMUNAL EL MUGAL DEL MUNICIPIO PAO ESTADO COJEDES.,sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_tan
__export__.sinco_project_46113,11-24-01-015-0000,"PROCURA DE 40 TANQUES DE AGUA TIPO CÓNICO DE 1500 LTS, PARA LAS FAMILIAS DEL CONSEJO COMUNAL CURVA ABAJO",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_tan
__export__.sinco_project_46114,09-05-01-001-0009,"ESTE PROYECTO COMPRENDERA LA REHABILITACION INTEGRAL DEL SISTEMA DE ALUMBRADO PUBLICO DEL SECTOR, EL CUAL SE ENCUENTRA FUERA DE FUNCIONAMIENTO POR LA FALTA DE BOMBILLOS Y MANTENIMIENTO DE LAS LAMPARAS Y BALASTROS ADEMAS SE PRESENTA LA FALTA DE TENDIDO ELECTRICO DE APROXIMADAMENTE 100MTS.",sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_alu
__export__.sinco_project_46115,11-24-01-015-0001,"PROCURA DE 48 TANQUES DE AGUA TIPO CONICO DE 1500 LTS PARA LAS FAMILIAS DEL CONSEJO COMUNAL LA CURVA ARRIBA, MUNICIPIO URUMACO, MUNICIPIO URUMACO",sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_tan
__export__.sinco_project_46117,09-08-01-001-0113,CONTINUACION DEL PROYECTO DE TANQUE ELEVADO Y REDES DE AGUEDUCTOS EN LA COMUNIDAD JOSE AFANADOR PARA EL BIENESTAR DE LOS HABITANDES DE LA COMUNIDAD . ,sinco_project_category.sinco_project_cat_man,sinco_project_category.sinco_project_subcat_reddis
__export__.sinco_project_46118,09-08-01-O08-0000,ESTE PROYECTO ESTA ENMARCADO EN LAS MEJORAS PARA SATISFACER LA NECESIDAD EN EL ALUMBRADO PUBLICO DE LA COMUNIDAD SAN JOSE DE MAPUEY SECTOR EL GUAFAL DEL MUNICIPIO EZEQUIEL ZAMORA DEL ESTADO BOLIVARIANO E INVICTO DE COJEDES ,sinco_project_category.sinco_project_cat_ele,sinco_project_category.sinco_project_subcat_alu
